amount,article,points,vehicleClass,CASE_ID
36.0,7,0,A,S119852
36.0,7,0,A,S119853
74.0,158,0,A,S119855
74.0,158,0,A,S119856
36.0,7,0,A,S119858
36.0,7,0,A,S119859
36.0,7,0,A,S119863
36.0,157,0,A,S119866
74.0,158,0,A,S119867
74.0,158,0,A,S119869
36.0,157,0,A,S119871
74.0,158,0,A,S119873
36.0,7,0,A,S119878
36.0,7,0,A,S119879
36.0,7,0,A,S119881
36.0,7,0,A,S119882
36.0,7,0,A,S119885
36.0,7,0,A,S119887
36.0,7,0,A,S119888
36.0,7,0,A,S119889
36.0,7,0,A,S119890
36.0,157,0,A,S119892
36.0,7,0,A,S119893
36.0,7,0,A,S119894
36.0,7,0,A,S119895
36.0,7,0,A,S119898
36.0,7,0,A,S119904
36.0,7,0,A,S119905
36.0,7,0,A,S119910
36.0,7,0,A,S119911
36.0,7,0,A,S119912
36.0,7,0,A,S119913
36.0,7,0,A,S119914
74.0,158,0,A,S119915
36.0,157,0,A,S119918
36.0,158,0,A,S119919
36.0,157,0,A,S119920
74.0,158,0,A,S119921
36.0,158,0,A,S119922
74.0,158,0,A,S119924
74.0,158,0,A,S119925
36.0,158,0,A,S119926
36.0,158,0,A,S119927
36.0,157,0,A,S119931
74.0,158,0,A,S119932
74.0,158,0,A,S119936
74.0,158,0,A,S119940
36.0,7,0,A,S119941
36.0,7,0,A,S119942
36.0,157,0,A,S119943
36.0,7,0,A,S119944
36.0,157,0,A,S119947
36.0,7,0,A,S119949
36.0,7,0,A,S119950
36.0,158,0,A,S119951
36.0,146,2,A,S119953
36.0,7,0,A,S119954
36.0,7,0,A,S119955
74.0,158,0,A,S119956
74.0,158,0,A,S119958
36.0,154,2,A,S119960
36.0,146,2,A,S119961
36.0,157,0,A,S119962
36.0,157,0,A,S119963
36.0,157,0,A,S119964
36.0,7,0,A,S119965
36.0,7,0,A,S119966
36.0,7,0,A,S119967
36.0,157,0,A,S119971
36.0,7,0,A,S119972
74.0,158,0,M,S119973
36.0,157,0,A,S119974
74.0,158,2,A,S119975
36.0,157,0,A,S119977
36.0,7,0,A,S119978
36.0,7,0,A,S119981
74.0,158,0,A,S119983
36.0,158,0,A,S119985
36.0,158,0,A,S119987
36.0,157,0,A,S119988
36.0,7,0,A,S119989
36.0,158,0,A,S119990
36.0,158,0,A,S119992
36.0,158,0,A,S119993
36.0,7,0,A,S119998
36.0,7,0,A,S119999
36.0,7,0,A,S120000
74.0,158,0,A,S120001
74.0,158,0,M,S120004
36.0,158,0,A,S120006
36.0,157,0,A,S120010
22.0,181,0,A,S120011
36.0,7,0,A,S120012
74.0,158,0,A,S120014
74.0,158,0,A,S120015
36.0,157,0,A,S120016
36.0,7,0,A,S120017
36.0,146,2,A,S120018
36.0,7,0,A,S120021
36.0,7,0,A,S120022
74.0,158,0,A,S120024
36.0,157,0,A,S120026
36.0,158,0,A,S120028
36.0,7,0,A,S120030
36.0,7,0,A,S120033
36.0,7,0,A,S120035
36.0,7,0,A,S120036
36.0,7,0,A,S120039
36.0,7,0,A,S120040
74.0,158,0,A,S120041
36.0,157,0,A,S120042
36.0,7,0,A,S120046
36.0,157,0,A,S120047
74.0,158,0,A,S120048
74.0,158,0,A,S120049
36.0,157,0,A,S120050
36.0,158,0,A,S120057
36.0,158,0,A,S120058
36.0,7,0,A,S120061
74.0,158,0,A,S120062
74.0,158,0,A,S120064
36.0,7,0,A,S120073
74.0,158,2,A,S120076
36.0,7,0,A,S120080
36.0,157,0,A,S120082
74.0,158,0,A,S120086
36.0,157,0,A,S120087
36.0,7,0,A,S120101
36.0,7,0,A,S120102
74.0,158,0,A,S120103
36.0,7,0,A,S120108
36.0,7,0,A,S120110
36.0,7,0,A,S120111
36.0,7,0,A,S120112
36.0,7,0,A,S120113
36.0,7,0,A,S120114
36.0,7,0,A,S120115
36.0,7,0,A,S120117
36.0,7,0,A,S120118
74.0,158,2,A,S120119
36.0,157,0,A,S120120
36.0,7,0,A,S120124
36.0,7,0,A,S120125
36.0,7,0,A,S120129
36.0,7,0,A,S120130
36.0,158,0,A,S120133
74.0,158,0,A,S120135
74.0,158,0,A,S120136
36.0,7,0,A,S120137
36.0,7,0,A,S120139
36.0,7,0,A,S120142
36.0,7,0,A,S120144
36.0,7,0,A,S120145
36.0,7,0,A,S120150
36.0,7,0,A,S120151
36.0,7,0,A,S120153
74.0,158,0,A,S120158
74.0,158,2,A,S120159
36.0,158,0,A,S120160
36.0,158,0,A,S120162
36.0,158,0,A,S120164
36.0,158,0,A,S120165
36.0,7,0,A,S120167
74.0,158,0,A,S120168
36.0,7,0,A,S120169
36.0,157,0,A,S120171
74.0,158,0,A,S120172
74.0,158,0,A,S120173
74.0,158,0,A,S120174
36.0,7,0,A,S120175
36.0,7,0,A,S120176
74.0,158,2,A,S120178
36.0,158,0,A,S120180
36.0,7,0,A,S120181
36.0,7,0,A,S120183
36.0,7,0,A,S120184
36.0,158,0,A,S120185
36.0,7,0,A,S120188
36.0,7,0,A,S120192
36.0,157,0,A,S120194
36.0,7,0,A,S120196
36.0,7,0,A,S120197
36.0,7,0,A,S120198
36.0,7,0,A,S120199
36.0,7,0,A,S120200
36.0,7,0,A,S120204
36.0,158,0,A,S120205
36.0,7,0,A,S120214
36.0,157,0,A,S120216
36.0,7,0,A,S120218
36.0,157,0,A,S120219
36.0,157,0,A,S120220
74.0,158,0,A,S120222
36.0,157,0,A,S120224
36.0,7,0,A,S120228
36.0,7,0,A,S120230
36.0,157,0,A,S120231
36.0,158,0,A,S120239
36.0,141,0,A,S120241
74.0,158,0,A,S120245
36.0,157,0,A,S120249
74.0,158,0,A,S120250
36.0,7,0,A,S120252
36.0,7,0,A,S120253
36.0,7,0,A,S120254
36.0,7,0,A,S120257
36.0,7,0,A,S120258
36.0,7,0,A,S120260
36.0,7,0,A,S120262
36.0,7,0,A,S120263
36.0,158,0,A,S120266
36.0,158,0,A,S120267
36.0,158,0,A,S120268
36.0,158,0,A,S120270
36.0,158,0,A,S120271
36.0,158,0,A,S120272
74.0,158,0,A,S120277
36.0,158,0,A,S120279
36.0,7,0,A,S120281
36.0,7,0,A,S120283
36.0,7,0,A,S120287
74.0,158,2,A,S120290
36.0,158,0,A,S120292
36.0,7,0,A,S120295
36.0,157,0,A,S120296
74.0,158,0,A,S120297
36.0,7,0,A,S120298
36.0,158,0,A,S120301
36.0,7,0,A,S120303
74.0,158,0,A,S120305
36.0,157,0,A,S120306
36.0,158,0,A,S120308
74.0,158,0,A,S120312
74.0,158,0,A,S120313
74.0,158,0,A,S120314
36.0,7,0,A,S120315
74.0,158,0,A,S120318
36.0,7,0,A,S120326
36.0,7,0,A,S120327
36.0,7,0,A,S120328
36.0,7,0,A,S120329
36.0,7,0,A,S120331
36.0,7,0,A,S120333
36.0,7,0,A,S120335
36.0,7,0,A,S120336
74.0,158,0,A,S120337
36.0,7,0,A,S120338
36.0,7,0,A,S120339
36.0,7,0,A,S120340
36.0,157,0,A,S120341
36.0,157,0,A,S120342
36.0,7,0,A,S120343
36.0,7,0,A,S120344
36.0,158,0,A,S120351
36.0,7,0,A,S120353
36.0,7,0,A,S120357
74.0,158,0,A,S120358
36.0,7,0,A,S120362
36.0,7,0,A,S120365
36.0,7,0,A,S120366
74.0,158,0,A,S120371
74.0,158,0,A,S120376
36.0,7,0,A,S120377
36.0,7,0,A,S120378
36.0,7,0,A,S120379
36.0,7,0,A,S120381
36.0,7,0,M,S120383
36.0,7,0,A,S120384
36.0,7,0,A,S120385
36.0,158,0,A,S120388
36.0,7,0,A,S120390
36.0,7,0,A,S120398
74.0,158,0,A,S120400
36.0,158,0,A,S120403
36.0,158,0,A,S120404
36.0,158,0,A,S120405
36.0,157,0,A,S120408
36.0,158,0,A,S120410
36.0,7,0,A,S120413
36.0,7,0,A,S120414
36.0,7,0,A,S120415
36.0,7,0,A,S120416
74.0,158,0,A,S120417
36.0,7,0,A,S120421
36.0,7,0,A,S120422
36.0,7,0,A,S120425
36.0,7,0,A,S120426
36.0,7,0,A,S120427
36.0,7,0,A,S120429
36.0,7,0,A,S120430
36.0,7,0,A,S120437
36.0,158,0,A,S120438
36.0,7,0,A,S120442
74.0,158,0,A,S120443
36.0,157,0,A,S120444
36.0,7,0,A,S120445
36.0,7,0,A,S120446
36.0,7,0,A,S120450
36.0,7,0,A,S120451
74.0,158,2,A,S120452
36.0,7,0,A,S120453
74.0,158,0,A,S120454
74.0,158,0,A,S120456
36.0,7,0,A,S120457
74.0,158,0,A,S120459
74.0,158,0,A,S120460
74.0,158,0,A,S120461
36.0,157,0,A,S120462
74.0,158,0,A,S120464
74.0,158,2,A,S120466
36.0,7,0,A,S120467
36.0,7,0,A,S120468
36.0,7,0,A,S120471
36.0,7,0,A,S120472
36.0,157,0,A,S120474
36.0,7,0,A,S120475
74.0,158,0,A,S120477
74.0,158,0,A,S120478
36.0,7,0,A,S120479
36.0,7,0,A,S120481
36.0,7,0,A,S120482
36.0,7,0,A,S120483
74.0,158,0,A,S120484
74.0,158,0,A,S120486
74.0,158,0,A,S120487
36.0,7,0,A,S120489
36.0,7,0,A,S120490
36.0,7,0,A,S120491
36.0,7,0,A,S120493
36.0,7,0,A,S120494
36.0,7,0,A,S120495
36.0,7,0,A,S120498
36.0,7,0,A,S120499
36.0,7,0,C,S120502
36.0,7,0,A,S120505
36.0,7,0,A,S120507
36.0,7,0,A,S120508
36.0,7,0,A,S120509
36.0,7,0,A,S120511
74.0,158,0,A,S120512
74.0,158,0,A,S120514
36.0,7,0,A,S120516
36.0,7,0,A,S120519
36.0,7,0,A,S120521
74.0,158,0,A,S120524
74.0,158,0,A,S120525
74.0,158,0,A,S120527
36.0,7,0,A,S120530
74.0,158,0,A,S120531
36.0,7,0,A,S120532
36.0,7,0,A,S120533
74.0,158,0,A,S120535
74.0,158,0,A,S120536
74.0,158,0,A,S120537
36.0,7,0,A,S120539
36.0,7,0,A,S120540
36.0,7,0,A,S120541
36.0,7,0,A,S120542
74.0,158,2,A,S120546
74.0,158,0,A,S120549
74.0,158,0,A,S120552
36.0,158,0,A,S120553
36.0,158,0,A,S120554
36.0,7,0,A,S120555
36.0,158,0,A,S120564
36.0,157,0,A,S120565
36.0,7,0,A,S120567
143.0,145,5,A,S120569
36.0,158,0,A,S120570
36.0,158,0,A,S120571
36.0,158,0,A,S120572
36.0,7,0,A,S120579
36.0,7,0,A,S120583
36.0,158,0,A,S120585
36.0,158,0,A,S120593
36.0,158,0,A,S120596
36.0,7,0,A,S120598
74.0,158,0,A,S120599
74.0,158,0,A,S120602
36.0,157,0,A,S120605
36.0,7,0,A,S120609
36.0,7,0,A,S120610
36.0,7,0,A,S120611
36.0,7,0,A,S120612
36.0,7,0,A,S120614
74.0,158,0,A,S120617
36.0,7,0,A,S120618
36.0,7,0,A,S120619
74.0,158,0,A,S120625
36.0,7,0,A,S120626
36.0,7,0,A,S120627
36.0,7,0,A,S120628
36.0,7,0,A,S120630
36.0,7,0,A,S120631
36.0,7,0,A,S120632
36.0,7,0,A,S120633
36.0,7,0,C,S120634
36.0,7,0,A,S120636
36.0,7,0,A,S120639
36.0,158,0,A,S120642
36.0,7,0,A,S120644
36.0,7,0,A,S120646
36.0,7,0,A,S120647
36.0,7,0,A,S120648
36.0,7,0,A,S120649
36.0,157,0,A,S120650
36.0,7,0,A,S120651
36.0,7,0,A,S120655
36.0,7,0,A,S120658
36.0,157,0,A,S120659
36.0,7,0,A,S120660
36.0,7,0,A,S120663
36.0,7,0,A,S120664
36.0,7,0,A,S120666
36.0,157,0,A,S120667
36.0,157,0,A,S120669
36.0,7,0,A,S120670
36.0,158,0,A,S120671
36.0,158,0,A,S120672
36.0,7,0,A,S120673
36.0,7,0,A,S120674
74.0,158,0,A,S120675
36.0,7,0,A,S120676
36.0,7,0,A,S120677
36.0,7,0,A,S120678
36.0,157,0,A,S120679
36.0,158,0,A,S120682
74.0,158,2,A,S120686
36.0,157,0,A,S120688
36.0,157,0,A,S120689
36.0,158,0,A,S120690
36.0,157,0,A,S120692
36.0,158,0,A,S120694
36.0,7,0,A,S120696
36.0,157,0,A,S120699
36.0,157,0,A,S120700
36.0,7,0,A,S120701
36.0,7,0,A,S120707
74.0,158,2,A,S120708
74.0,158,0,A,S120711
36.0,157,0,A,S120712
36.0,7,0,A,S120724
36.0,7,0,A,S120725
74.0,158,0,A,S120726
74.0,158,2,A,S120728
36.0,141,0,C,S120729
74.0,158,0,C,S120730
36.0,158,0,A,S120733
36.0,158,0,A,S120734
74.0,158,0,A,S120736
74.0,158,0,A,S120737
36.0,7,0,A,S120739
36.0,7,0,A,S120740
36.0,7,0,A,S120742
36.0,157,0,A,S120744
36.0,7,0,A,S120746
36.0,7,0,A,S120750
36.0,7,0,A,S120752
36.0,7,0,A,S120758
74.0,158,0,C,S120760
36.0,158,0,A,S120763
74.0,158,0,A,S120764
74.0,158,0,A,S120767
36.0,157,0,A,S120770
74.0,158,2,A,S120772
36.0,158,0,A,S120774
36.0,7,0,M,S120776
36.0,158,0,A,S120777
74.0,158,0,A,S120778
143.0,146,6,A,S120782
74.0,158,0,A,S120783
74.0,158,0,A,S120785
36.0,157,0,A,S120786
36.0,7,0,A,S120787
36.0,7,0,A,S120788
74.0,158,0,A,S120790
74.0,158,0,A,S120791
74.0,158,0,A,S120795
36.0,7,0,A,S120796
36.0,7,0,A,S120799
36.0,158,0,A,S120800
36.0,7,0,A,S120803
36.0,7,0,A,S120804
36.0,157,0,A,S120806
36.0,7,0,A,S120807
74.0,158,2,A,S120814
36.0,158,0,A,S120815
36.0,7,0,A,S120816
36.0,7,0,A,S120818
74.0,158,0,A,S120819
36.0,7,0,A,S120825
36.0,158,0,A,S120828
36.0,158,0,A,S120829
36.0,7,0,A,S120835
36.0,157,0,A,S120837
36.0,7,0,A,S120841
36.0,7,0,A,S120842
36.0,7,0,A,S120843
36.0,158,0,A,S120844
74.0,158,2,A,S120845
74.0,158,2,A,S120846
36.0,158,0,A,S120848
74.0,158,0,A,S120849
36.0,158,0,A,S120852
36.0,7,0,A,S120855
36.0,7,0,A,S120856
36.0,7,0,A,S120858
36.0,7,0,A,S120861
36.0,7,0,A,S120862
36.0,157,0,A,S120863
36.0,157,0,A,S120864
36.0,7,0,A,S120865
36.0,7,0,A,S120866
36.0,158,0,A,S120870
36.0,7,0,A,S120871
36.0,7,0,A,S120872
36.0,7,0,A,S120874
36.0,7,0,A,S120879
36.0,7,0,A,S120880
36.0,7,0,A,S120881
36.0,7,0,A,S120882
36.0,7,0,A,S120883
36.0,7,0,A,S120891
36.0,7,0,A,S120893
36.0,7,0,A,S120895
36.0,7,0,A,S120896
36.0,7,0,A,S120897
36.0,7,0,A,S120901
36.0,158,0,A,S120902
36.0,7,0,A,S120903
36.0,7,0,A,S120904
36.0,7,0,A,S120905
36.0,7,0,A,S120906
74.0,158,2,M,S120908
36.0,7,0,A,S120909
36.0,7,0,A,S120912
36.0,158,0,A,S120913
36.0,7,0,A,S120917
36.0,7,0,A,S120919
36.0,158,0,A,S120924
36.0,158,0,A,S120925
36.0,158,0,A,S120926
36.0,158,0,A,S120927
36.0,158,0,A,S120929
36.0,7,0,A,S120930
74.0,158,0,A,S120934
74.0,158,2,A,S120935
36.0,158,0,A,S120936
36.0,158,0,A,S120937
36.0,158,0,A,S120938
36.0,7,0,A,S120940
36.0,158,0,A,S120942
36.0,158,0,A,S120946
36.0,158,0,A,S120947
74.0,158,0,A,S120949
36.0,7,0,A,S120950
36.0,157,0,A,S120952
36.0,7,0,A,S120954
36.0,158,0,A,S120955
74.0,158,0,A,S120956
36.0,7,0,A,S120957
36.0,7,0,A,S120958
36.0,7,0,A,S120960
36.0,157,0,A,S120961
36.0,141,0,C,S120963
36.0,7,0,A,S120964
36.0,7,0,A,S120965
74.0,158,2,M,S120968
36.0,157,0,A,S120969
36.0,157,0,A,S120970
74.0,158,2,A,S120971
36.0,7,0,A,S120972
36.0,157,0,A,S120973
74.0,158,0,A,S120974
74.0,158,0,A,S120985
36.0,157,0,A,S120986
74.0,158,0,A,S120989
36.0,7,0,A,S120990
36.0,7,0,A,S120993
36.0,157,0,A,S120997
36.0,7,0,A,S120999
36.0,7,0,A,S121000
74.0,158,0,A,S121004
36.0,7,0,A,S121017
36.0,7,0,A,S121018
36.0,7,0,A,S121019
36.0,7,0,A,S121020
36.0,7,0,A,S121022
74.0,158,2,A,S121025
36.0,157,0,A,S121027
22.0,181,0,A,S121028
36.0,7,0,A,S121035
36.0,7,0,A,S121036
36.0,157,0,A,S121037
36.0,157,0,A,S121040
36.0,157,0,A,S121041
74.0,158,2,A,S121045
36.0,157,0,A,S121048
74.0,158,0,A,S121049
36.0,157,0,A,S121056
36.0,7,0,A,S121062
36.0,157,0,A,S121063
143.0,146,6,M,S121064
74.0,158,0,A,S121065
74.0,158,0,A,S121066
36.0,7,0,A,S121069
36.0,7,0,A,S121070
36.0,157,0,A,S121074
74.0,158,0,A,S121075
36.0,146,0,C,S121076
36.0,7,0,A,S121077
36.0,7,0,A,S121078
36.0,7,0,A,S121080
36.0,7,0,A,S121081
36.0,7,0,A,S121084
36.0,7,0,A,S121085
36.0,7,0,A,S121086
36.0,7,0,A,S121087
36.0,157,0,A,S121089
36.0,157,0,A,S121090
74.0,158,2,A,S121092
36.0,157,0,A,S121094
36.0,7,0,A,S121095
36.0,7,0,A,S121096
36.0,157,0,A,S121100
74.0,158,0,A,S121104
74.0,158,0,A,S121106
36.0,7,0,A,S121109
36.0,7,0,A,S121111
36.0,158,0,A,S121113
36.0,7,0,A,S121117
36.0,7,0,A,S121126
36.0,7,0,A,S121130
36.0,7,0,A,S121131
36.0,7,0,A,S121132
74.0,158,0,A,S121133
36.0,7,0,A,S121134
36.0,7,0,A,S121139
36.0,158,0,A,S121141
36.0,158,0,A,S121144
36.0,158,0,A,S121145
36.0,7,0,A,S121146
36.0,157,0,A,S121148
36.0,157,0,A,S121150
36.0,158,0,A,S121153
36.0,158,0,A,S121154
36.0,7,0,A,S121155
74.0,158,0,C,S121158
36.0,158,0,A,S121160
74.0,158,0,A,S121162
74.0,158,0,A,S121163
74.0,158,0,A,S121164
74.0,158,0,A,S121165
36.0,157,0,A,S121171
36.0,157,0,A,S121172
36.0,7,0,A,S121177
36.0,7,0,A,S121178
36.0,7,0,A,S121179
36.0,7,0,A,S121182
36.0,7,0,A,S121184
36.0,7,0,A,S121185
36.0,7,0,A,S121186
36.0,157,0,A,S121187
74.0,158,2,A,S121188
36.0,158,0,A,S121189
36.0,7,0,A,S121190
36.0,7,0,A,S121191
36.0,7,0,A,S121195
36.0,7,0,A,S121196
36.0,7,0,A,S121197
36.0,157,0,A,S121201
36.0,7,0,A,S121218
74.0,158,2,A,S121219
36.0,157,0,A,S121221
36.0,7,0,A,S121222
143.0,191,5,A,S121229
36.0,7,0,A,S121231
36.0,7,0,A,S121232
36.0,7,0,A,S121233
74.0,158,0,A,S121234
36.0,7,0,A,S121237
36.0,7,0,A,S121238
36.0,158,0,A,S121239
74.0,158,2,A,S121241
36.0,7,0,A,S121242
36.0,157,0,A,S121247
36.0,7,0,A,S121248
74.0,158,0,A,S121251
74.0,158,0,A,S121253
74.0,158,0,A,S121254
74.0,158,0,A,S121255
36.0,7,0,A,S121258
36.0,7,0,A,S121260
36.0,157,0,A,S121261
74.0,158,2,A,S121262
74.0,158,0,A,S121263
36.0,7,0,A,S121265
36.0,7,0,A,S121266
36.0,7,0,A,S121267
36.0,7,0,A,S121269
74.0,158,0,A,S121271
74.0,158,0,A,S121274
74.0,158,2,A,S121275
36.0,7,0,A,S121277
36.0,7,0,A,S121279
36.0,7,0,A,S121281
36.0,7,0,A,S121282
36.0,7,0,A,S121284
36.0,7,0,A,S121290
143.0,146,0,C,S121292
74.0,158,0,A,S121294
36.0,146,2,A,S121295
36.0,158,0,A,S121301
36.0,158,0,M,S121302
36.0,158,0,M,S121303
36.0,7,0,A,S121305
36.0,7,0,A,S121307
36.0,7,0,A,S121309
36.0,7,0,A,S121311
36.0,7,0,A,S121312
36.0,7,0,A,S121313
36.0,7,0,A,S121317
36.0,7,0,A,S121318
36.0,158,0,A,S121321
74.0,158,0,A,S121322
36.0,7,0,A,S121323
36.0,158,0,A,S121325
36.0,158,0,A,S121327
36.0,158,0,A,S121329
36.0,158,0,A,S121330
74.0,158,2,A,S121332
143.0,146,6,A,S121334
36.0,7,0,A,S121344
36.0,7,0,A,S121346
36.0,7,0,A,S121352
36.0,7,0,A,S121354
36.0,7,0,A,S121355
36.0,7,0,A,S121356
36.0,7,0,A,S121357
36.0,7,0,A,S121358
36.0,7,0,A,S121361
36.0,7,0,A,S121363
36.0,7,0,A,S121364
36.0,7,0,A,S121366
74.0,158,0,A,S121369
74.0,158,0,A,S121372
74.0,158,0,A,S121373
74.0,158,0,A,S121375
36.0,7,0,A,S121376
74.0,158,0,A,S121378
36.0,7,0,A,S121379
36.0,7,0,A,S121380
36.0,7,0,A,S121384
36.0,7,0,A,S121385
36.0,7,0,A,S121386
74.0,158,0,A,S121387
36.0,7,0,A,S121389
36.0,7,0,A,S121390
74.0,158,0,A,S121392
36.0,158,0,A,S121394
74.0,158,0,A,S121397
74.0,158,0,A,S121400
36.0,7,0,A,S121401
36.0,7,0,A,S121403
36.0,7,0,A,S121404
36.0,7,0,A,S121405
74.0,158,0,A,S121406
74.0,158,0,A,S121408
74.0,158,0,A,S121409
74.0,158,0,A,S121410
74.0,158,0,A,S121411
36.0,7,0,A,S121412
36.0,7,0,A,S121415
74.0,158,0,A,S121417
74.0,158,0,A,S121419
36.0,7,0,A,S121425
74.0,158,0,A,S121427
74.0,158,2,A,S121430
36.0,7,0,A,S121434
36.0,7,0,A,S121436
36.0,7,0,A,S121439
36.0,7,0,A,S121440
36.0,7,0,A,S121443
36.0,7,0,A,S121444
36.0,7,0,A,S121446
36.0,158,0,A,S121449
36.0,7,0,A,S121450
74.0,158,0,A,S121452
74.0,158,0,A,S121453
36.0,158,0,A,S121454
36.0,7,0,A,S121456
36.0,158,0,A,S121459
36.0,7,0,A,S121461
36.0,158,0,A,S121465
36.0,158,0,A,S121466
36.0,157,0,A,S121467
36.0,7,0,A,S121470
74.0,158,0,A,S121474
36.0,157,0,A,S121475
36.0,7,0,A,S121477
36.0,7,0,C,S121478
36.0,7,0,A,S121479
36.0,7,0,A,S121480
36.0,7,0,A,S121482
36.0,7,0,A,S121483
36.0,7,0,A,S121484
36.0,7,0,A,S121485
36.0,7,0,A,S121486
36.0,7,0,A,S121488
36.0,7,0,A,S121491
36.0,7,0,A,S121494
36.0,157,0,A,S121498
36.0,7,0,A,S121499
74.0,158,2,A,S121501
74.0,158,2,A,S121503
36.0,158,0,A,S121506
36.0,7,0,A,S121507
36.0,7,0,A,S121510
36.0,7,0,A,S121511
74.0,158,0,A,S121513
36.0,7,0,A,S121515
36.0,7,0,A,S121516
36.0,7,0,A,S121518
36.0,7,0,A,S121519
36.0,157,0,A,S121524
36.0,7,0,A,S121529
36.0,7,0,A,S121530
36.0,7,0,A,S121531
74.0,158,0,A,S121532
36.0,7,0,A,S121533
74.0,158,0,A,S121534
74.0,158,0,A,S121535
74.0,158,0,A,S121538
74.0,158,0,A,S121539
143.0,191,5,A,S121540
36.0,157,0,A,S121541
36.0,157,0,A,S121555
143.0,191,5,A,S121557
74.0,158,2,A,S121560
36.0,158,0,A,S121561
36.0,158,0,A,S121562
36.0,157,0,A,S121563
36.0,7,0,A,S121564
36.0,7,0,A,S121565
74.0,158,0,A,S121568
36.0,7,0,A,S121570
36.0,158,0,A,S121571
36.0,158,0,A,S121572
74.0,158,2,A,S121578
74.0,158,2,A,S121579
36.0,158,0,A,S121580
36.0,158,0,A,S121581
36.0,157,0,A,S121583
36.0,7,0,A,S121585
36.0,7,0,A,S121586
74.0,158,2,A,S121588
36.0,157,0,A,S121589
36.0,158,0,A,S121591
36.0,158,0,A,S121592
36.0,158,0,A,S121594
74.0,158,0,A,S121595
74.0,158,0,A,S121596
36.0,7,0,A,S121600
36.0,158,0,A,S121601
36.0,158,0,A,S121602
36.0,158,0,A,S121603
36.0,7,0,A,S121610
36.0,7,0,A,S121612
36.0,7,0,A,S121613
36.0,7,0,A,S121614
36.0,7,0,A,S121615
36.0,7,0,A,S121617
74.0,158,0,A,S121620
36.0,157,0,A,S121621
36.0,7,0,A,S121624
74.0,158,0,A,S121625
36.0,7,0,A,S121629
36.0,7,0,A,S121631
36.0,7,0,A,S121632
36.0,7,0,A,S121636
36.0,7,0,A,S121638
36.0,7,0,A,S121642
36.0,7,0,A,S121645
36.0,7,0,A,S121654
36.0,158,0,A,S121657
36.0,7,0,A,S121658
36.0,7,0,A,S121659
36.0,7,0,A,S121660
36.0,7,0,A,S121662
36.0,7,0,A,S121672
36.0,7,0,A,S121673
36.0,7,0,A,S121675
74.0,158,0,A,S121679
74.0,158,0,A,S121681
36.0,7,0,A,S121683
36.0,155,0,A,S121684
36.0,7,0,A,S121685
36.0,7,0,A,S121686
36.0,158,0,A,S121688
74.0,158,0,A,S121691
36.0,157,0,A,S121693
74.0,158,0,A,S121697
22.0,181,0,A,S121698
36.0,158,0,A,S121702
36.0,157,0,A,S121704
36.0,157,0,A,S121705
36.0,7,0,A,S121713
36.0,7,0,A,S121714
36.0,157,0,A,S121715
36.0,157,0,A,S121718
74.0,158,0,A,S121719
74.0,158,0,A,S121720
36.0,7,0,A,S121723
36.0,7,0,A,S121724
74.0,158,0,A,S121725
74.0,158,0,A,S121726
36.0,7,0,A,S121727
36.0,158,0,A,S121729
36.0,158,0,A,S121731
36.0,158,0,A,S121732
36.0,158,0,A,S121733
36.0,158,0,A,S121734
36.0,158,0,A,S121735
36.0,158,0,A,S121736
36.0,158,0,A,S121737
36.0,158,0,A,S121739
36.0,158,0,A,S121741
36.0,7,0,A,S121742
36.0,7,0,A,S121744
74.0,158,0,A,S121745
36.0,7,0,A,S121747
36.0,7,0,A,S121749
36.0,7,0,A,S121750
36.0,158,0,A,S121752
74.0,158,0,A,S121755
36.0,7,0,A,S121757
36.0,157,0,A,S121759
36.0,7,0,A,S121761
74.0,158,0,A,S121764
36.0,157,0,A,S121766
74.0,158,0,M,S121769
36.0,157,0,A,S121774
74.0,158,2,A,S121775
36.0,7,0,A,S121778
36.0,157,0,A,S121782
74.0,158,2,A,S121783
36.0,157,0,A,S121784
36.0,157,0,A,S121788
36.0,7,0,A,S121789
36.0,7,0,A,S121793
36.0,7,0,A,S121799
74.0,158,0,A,S121800
36.0,7,0,A,S121801
36.0,7,0,A,S121803
36.0,7,0,A,S121804
36.0,157,0,C,S121806
36.0,158,0,A,S121808
36.0,7,0,A,S121809
36.0,7,0,A,S121810
36.0,7,0,A,S121811
36.0,7,0,A,S121812
36.0,7,0,A,S121815
36.0,7,0,A,S121816
36.0,7,0,A,S121819
36.0,7,0,A,S121821
36.0,7,0,A,S121822
36.0,7,0,A,S121824
36.0,7,0,A,S121825
36.0,7,0,A,S121826
36.0,7,0,A,S121828
36.0,7,0,A,S121829
74.0,158,0,A,S121830
74.0,158,0,A,S121832
36.0,7,0,A,S121833
36.0,7,0,A,S121834
36.0,7,0,A,S121836
36.0,7,0,A,S121837
36.0,7,0,A,S121838
36.0,7,0,A,S121839
36.0,7,0,A,S121840
36.0,7,0,A,S121841
36.0,7,0,A,S121843
36.0,7,0,A,S121846
36.0,7,0,A,S121847
36.0,7,0,A,S121848
36.0,7,0,A,S121850
36.0,7,0,A,S121853
36.0,7,0,A,S121856
36.0,7,0,A,S121858
36.0,7,0,A,S121859
36.0,7,0,A,S121860
36.0,7,0,A,S121861
36.0,7,0,A,S121865
74.0,158,0,A,S121866
36.0,157,0,A,S121867
36.0,157,0,A,S121868
36.0,157,0,A,S121871
74.0,158,2,A,S121872
